tconst,originalTitle,year,genres,Rating,director,plot
tt12411276,Tell My Story,2021,Documentary,6.9,David Freid,"Leonid Burlaka's photographic films and footage spanning decades chronicle his life as a Ukrainian filmmaker. Discovered at a dacha near Odessa, the documentary preserves his legacy from obscurity."
tt12412888,Sonic the Hedgehog 2,2022,"Action,Adventure,Comedy",6.5,Jeff Fowler,"The dialectic duel between Teresa of Ávila and an inquisitor, examining into the former's life memories and beliefs."
tt12415850,Freedom Hair,2024,Drama,5.1,Dianne Houston,"When the manic Dr. Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way."
tt12421180,Him,2021,Thriller,8.2,"Scott D Clark, Frank Souter","When a determined mother decides to start a natural hair braiding business to achieve financial independence, she must overcome unexpected obstacles imposed by a powerful cosmetology cartel and the state of Mississippi."
tt12421658,Fragile memory,2022,Documentary,7.9,Ihor Ivanko,An investigation into the circumstances surrounding the downing of flight MH17 over Ukraine in 2014.
tt12422076,The Last Movie Ride,2021,Documentary,8.5,Brett Gerking,"After being conned by the woman he loves, a finance agent arrives in India from USA to retrieve his money from the woman's father who is a powerful MP and industrialist."
tt12422308,Sarkaru Vaari Paata,2022,"Action,Drama",5.6,Parasuram,A series of murders in the city has detectives racing the clock to stop a monster on the hunt. Sex workers are being murders while the killer taunts police and the families of the victims with haunting letters signed as 'Him'
tt12427090,Iron Butterflies,2023,Documentary,7.1,Roman Liubyi,"After unapologetic and fiercely loyal Inez kidnaps her son Terry from the foster care system, mother and son set out to reclaim their sense of home, identity, and stability, in a rapidly changing New York City."
tt12427158,A Thousand and One,2023,"Crime,Drama",7.0,A.V. Rockwell,Time travel back 100 years through cinema magic and discover America's fascination with the motion picture though the eyes of those who lived it.
tt12428098,Champions,2021,"Comedy,Drama,Romance",6.9,Manuel Calvo,Plot not available
tt12428424,Jessy,2021,"Drama,Mystery",6.6,Rebeca Ofek,"Khaled is the assistant coach of a top Saudi Arabian football team. One day, after a stressful match, his frustration and bad attitude lands him in disciplinary court. He loses his job and is sentenced to the worst possible punishment for his ego: coaching a group of players with intellectual disabilities. Through their innocence, tenderness and plenty of good humor, ... Read all"
tt12432272,Red Fever,2024,Documentary,7.2,"Catherine Bainbridge, Neil Diamond","Two troubled men stay in a empty house to avoid the harsh winter weather. The longer they're there, the more strange and bizarre their surroundings become while dark secrets and unspeakable evils are revealed between them"
tt12432558,My Corona,2024,"Comedy,Romance",5.1,Phil Gorn,Two gentlemen meet by chance and decide to go on an adventure together. Their journey becomes a quest for happiness.
tt12438824,Crazed Isolation,2021,"Comedy,Drama,Horror",7.6,Caleb Lisitsin,"It took a lockdown to unlock their hearts. In this award-winning romantic comedy, the solitary residents in a Los Angeles apartment building suddenly find themselves forced to rely on each other during the California stay-at-home. They are about to learn a lot about themselves as well as their rather unusual neighbors."
tt12439210,7 Yards: The Chris Norton Story,2021,Documentary,7.8,Jonathon Link,A documentary that will inspire you to overcome. It took Chris Norton 7 years to walk his bride 7 yards down the aisle after a life-altering football tackle.
tt12439942,The Beast Comes at Midnight,2023,Horror,6.8,Christopher Jackson,"An outcast, teenage live streamer must enlist the help of four popular kids after he discovers that a werewolf is tracking one of them in their small rural town."
tt12443662,Heaven: To the Land of Happiness,2021,Drama,7.4,Im Sang-soo,"An in-depth look at the ways Indigenous cultures have been reduced to stereotypes, appropriated by mainstream popular culture, and the impact on Indigenous peoples."
tt12445264,Game Over,2023,Documentary,6.2,Danial Hajibarat,"Abandoned. Sold. Sheltered. This is the story of a girl whose life took different turns, changing everything beyond imagination. A dreading question awaits her - ""Who am I?!"""
tt12446654,Green Signal,2022,Reality-TV,5.8,Sharadsingh Thakur,"Married couple Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent and murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden."
tt12447796,Unwelcome,2022,"Comedy,Horror",5.3,Jon Wright,"This documentary is about Iranian Gamers and their problems and computer Games in Iran, It also introduces successful Gamers in Iran."
tt12450164,A Faraway House,2021,Drama,6.9,Mayra Bottero,"Graciela dreams of going away and with a new life in the countryside. This longing begins to get frustrated when she discovers that his father has a relationship with a homeless young woman. Graciela does everything in her power to separate them, she doesn't understand her father's obsession until she finds out that the girl is pregnant. The illusion generated in Rodo... Read all"
tt12451450,The Child of Plomo,2021,Mystery,6.5,Daniel Dávila,"Santiago of Chile, a city that turned its back on the Andes Mountains. Moving away from the ski center, Mateo takes his babysitter on an enigmatic journey to Cerro El Plomo, an ancient Inca sacred summit. Scarlett, desperate to return to the shelter, tries to ignore the voice of nature, but the mountain demands his child back."
tt12452282,Serial Beauty,2024,Thriller,5.3,Sigal Erez,Angelenos terrorized by a serial killer staging victims. LAPD detectives uncover mystical clues pointing towards an unexpected perpetrator amid scarce evidence.
tt12453762,The Placebo,2021,Drama,9.0,Sunny Dhinsey,"A POV documentary following filmmaker Teresa Alfeld's journey uncovering the story of her childhood best friend's dad, Doug Bennett, leader of the legendary 1980s Canadian band Doug and the Slugs."
tt12458850,MAMA!,2023,Documentary,8.7,Sofia Drai,"Follow three mothers from Minnesota, the national hotbed for the Black Lives Matter movement in 2020, as they fight for accountability for their fallen sons, finding strength in each other to make sure no mothers suffer their grief again."
tt12463774,Doug and the Slugs & Me,2022,Documentary,7.7,Teresa Alfeld,The Placebo' is based on the theme of 'existentialism' and whether existence comes before essence. A young author who has a recurring dream that the answer to his life's question lay at a particular spot. Does he find his purpose?
tt12470742,Bad Folks,2021,Thriller,5.8,Michael Crum,"Eight Bad Folks confront each other in one bar, over the course of one night, when one of them ends up dead."
tt12473772,Stale Popcorn and Sticky Floors,2023,Documentary,5.4,Dustin Ferguson,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.
tt12477480,Heojil kyolshim,2022,"Crime,Drama,Mystery",7.3,Park Chan-wook,"Take a seat as we sit down to chat with some of the creators and stars of the best grindhouse films of the 1970s and 80s. Featuring interviews with John Dugan (The Texas Chainsaw Massacre), Craig Reed (The Re-Animator),& many many more"
tt12477816,Pulled from Darkness,2022,Drama,5.6,George A. Johnson,"The real life story of a Ukrainian woman who was separated from her three children and sold into trafficking by Russian gangsters. Defying all odds, she survived to be reunited with her children."
tt12478080,Dark Noise,2022,Thriller,7.0,Clara Chong,"""Suswagatam Khushamadeed"" intends to spread a message of love, friendship and compassion elements that glue a society together. The film will fulfil the much required love , support and humour in this dark times."
tt12478488,16 ans,2022,Drama,6.5,Philippe Lioret,"Follows Nora and Leo who attend the same high school and despite different social and religious backgrounds and everyday lives, they fall in love at first sight."
tt12479632,Suswagatam Khushamadeed,2021,Comedy,7.1,Dhiraj Kumar,A young woman is sent audio recordings from her frog biologist father when he goes missing in a remote national park. She uses his audio clues to try and find him but stumbles into a dangerous organized crime operation.
tt12482874,Hate Little Rabbit,2022,"Horror,Thriller",5.3,Bazz Hancher,"After the death of her adopted parent's Lacy Graham tries to build a relationship with her natural mother Samantha, this is made difficult by Samantha's struggle with mental health. Just as they start to bond the unthinkable happens, Samantha is kidnapped, who can she trust, a strange ex copper, her weird friends or has a distant relative set his sights on revenge for... Read all"
tt12482898,Attica,2021,"Documentary,History",7.5,"Traci Curry, Stanley Nelson","The High Frontier: The Untold Story of Gerard K. O'Neill tells the untold story of the life and influence of the late physicist and space colony pioneer Dr. Gerard K. O'Neill. In 1977, O'Neill wrote the book The High Frontier: Human Colonies in Space, which sparked an enormous grassroots movement to build Earth-like habitats in space in order to solve Earth's greatest... Read all"
tt12483148,The High Frontier: The Untold Story of Gerard K. O'Neill,2021,Documentary,7.2,Ryan Stuit,A humorous yet inspirational take on the lives and journey of young engineers Ajay and his friend Sameer from being abject urban failures to icons of rural India.
tt12484724,Mere Desh Ki Dharti,2022,"Comedy,Drama",6.8,Faraz Haider,"«Parallel Lives» follows the stories of five people who were born on June 8, 1964, but under entirely different circumstances. From a radical personal perspective the film asks what we have gained and lost during the last half century - how utopias, dreams and the consciousness of the protagonists have changed against the backdrop of historic events."
tt12485028,Lihvar,2021,"Crime,Drama",6.6,Nemanja Ceranic,"This unnervingly vivid dive into the 1971 uprising from Emmy® winning director Stanley Nelson sheds new light on the enduring violence and racism of the prison system and highlights the urgent, ongoing need for reform 50 years later."
tt12485312,Parallel Lives,2021,Documentary,7.5,Frank Matter,"Mundir is a loan shark in a small Serbian town, a former boxer with diabetes. He is old school, he realizes the times have changed, and that money lending business is not what it used to be."
tt12487320,I'm Not Him,2021,Drama,5.1,Steve Grimaldi,A man's quest to discover if he was saved by a miracle.
tt12491048,Worst to First,2022,Documentary,7.2,Mitchell Stuart,"WORST TO FIRST is a feature-length documentary that portrays the against-all-odds inspirational story of the launch of the iconic and most successful radio station in history, New York City's Z100."
tt12492470,I Am Gen Z,2021,Documentary,6.6,Liz Smith,"A decade since his last campaign, 89-year-old former senator and 2008 presidential candidate Mike Gravel comes out of retirement when a group of teenagers convinces him to run for president one last time."
tt12495406,American Gadfly,2022,Documentary,8.6,Skye Wallin,"Through expert interviews and the web lens of Generation Z, the documentary explores how the digital revolution is impacting our society, our brains and mental health."
tt12496552,Super Hot,2021,"Comedy,Horror",5.4,Taylor King,"There seems to be little room in society for imaginative people. Paul's father was personally affected by this. When he told the people of his village how old records indicated there was a legendary cave inside the Ursulenberg mountain, they thought he was a crank. But more than a year ago, he left on an expedition and never returned. Did he find the cave and have an ... Read all"
tt12502288,Endangered,2022,Documentary,6.6,"Heidi Ewing, Rachel Grady",A pizza delivery girl discovers her neighbor is moving into a sorority house of vampires. It's a race against the clock to stop her crush from being sacrificed at midnight.
tt12509550,Nachtwald,2021,"Adventure,Family",6.3,Andre Hörmann,"An investigation of threats against journalists in the United States and internationally, from intimidation to physical violence."
tt12509920,Lives Not Grades,2021,Documentary,8.7,Daniel Druhora,"A portrait of African-American artist David Hammons whose elusive, rule-breaking practice offers an essential commentary on race in America."
tt12510868,The Melt Goes on Forever: The Art & Times of David Hammons,2022,Documentary,7.9,"Harold Crooks, Judd Tully",A team of college students from USC in Los Angeles travels to Europe's largest refugee camp to design and build innovations for the tens of thousands of refugees living on Lesvos Island in Greece.
tt12521720,Hüddam 3: Lamia,2023,Horror,5.7,Utku Uçar,"Hüddam 3: Lamia, the third sequel of the Hüddam series, is about the events that started when Davut, who made a wrong deal with his servant Lamia years ago, took his own life to break the agreement."
tt12525482,Reinventing Elvis: The '68 Comeback,2023,"Documentary,Music",7.6,John Scheinfeld,A little boy encounters the ghost of a deceased woman pleading for his assistance in uncovering the truth about her death.
tt12526976,Bhootpori,2024,Horror,5.7,Soukarya Ghosal,"After Suman suffers an accident Meghna, the wife, and Subhra, his ex-wife, are compelled by circumstances to meet each other which leads to an awkward emotional duel between the two wives. Can a relationship ever be broken into two halves?"
tt12527002,Ardhangini,2023,Drama,7.1,Kaushik Ganguly,The story of the behind-the-scenes drama that took place during the making of Elvis Presley's iconic 1968 TV special.
tt12530246,Emancipation,2022,"Action,Thriller",6.3,Antoine Fuqua,"The mythological story of the first woman on Earth, who came before Eve. She is created by God to be Adam's wife. However, Lilith does not accept a position of inferiority in relation to man, she rebels and goes to the desert."
tt12530442,Lilith,2022,Drama,6.2,Bruno Safadi,"Triangle Park is a documentary film based on the first-ever NFL football game. Written and directed by Allen Farst, the film will uncover the facts around this seminal game for the first time in more than 100 years."
tt12530968,Triangle Park,2023,Documentary,9.5,Allen Farst,A runaway slave forges through the swamps of Louisiana on a tortuous journey to escape plantation owners that nearly killed him.
tt12531856,The American,2023,"Biography,Drama",7.0,James Napier Robertson,"American ballet dancer Joy Womack is accepted into Moscow's infamously tough Bolshoi Ballet Academy, with the dream of becoming a great ballerina."
tt12532462,Chromosome,2021,Thriller,5.5,Ali Jamal,"A friend conspires with a third party against his friend, and this leads to interesting events and reveals unexpected secrets."
tt12536294,Spencer,2021,"Biography,Drama",6.6,Pablo Larraín,A small town crime thriller set in rural Missouri about two estranged half brothers that kidnap the lead witness against their incarcerated father in order to prove his innocence.
tt12537592,Hungry Dog Blues,2022,Crime,5.1,Jason Abrams,"Diana Spencer, struggling with mental-health problems during her Christmas holidays with the Royal Family at their Sandringham estate in Norfolk, England, decides to end her decade-long marriage to Prince Charles."
tt12538022,The Cannons,2022,Documentary,9.4,Steven Matthew Hoffner,"A soon to be freshman takes a tour of his college campus. After discovering the campus used to be a psychiatric hospital, he takes it upon himself to discover if a haunting myth is true or not."
tt12538910,Purgatory,2021,"Mystery,Thriller",7.7,Johnathan Rigas,"The Cannons is a documentary feature film following the lives of two Black teenage hockey players and one legendary coach, in one of America's toughest neighbourhoods: Southeast, Washington DC. Part coming of age story, part social-political commentary on the Black American experience, the film chronicles the Fort Dupont Cannons, one of America's only predominately Bl... Read all"
tt12542820,All the Lonely People,2021,Drama,7.9,Paul J. Lane,"In this thrilling family film, two kids discover a huge egg that hatches to reveal a hungry baby T. Rex dinosaur-but an evil animal dealer wants to steal the creature and sell it."
tt12543840,Central Valley,2023,Drama,9.1,"Niv Klainer, Gabriel Oliva","Jude Duke wants to help the lonely as he watches them suffer in silence, he looks for a sign to find the answer, to find a cure for loneliness."
tt12545354,Jurassic Tale,2022,"Adventure,Comedy,Family",5.7,Isaac Rodriguez,A young woman courts a mysterious wealthy suitor in 19th century England.
tt12545566,Mr. Malcolm's List,2022,"Comedy,Drama,Romance",6.0,Emma Holly Jones,"A Goan car mechanic's adventurous journey with a stranger from India to the UK. Uncertainties, desert, snow, cultures, and faith shape their journey."
tt12546870,8119 Miles,2021,"Adventure,Drama,Mystery",6.5,Joe Eshwar,"Tim is a drug dealer in his mid-30s who wanders aimlessly through the empty streets of central valley, California. Following his brother's sudden death, Tim finds himself responsible for his 10-year-old nephew."
tt12546872,This Little Love of Mine,2021,Romance,5.4,Christine Luby,"THE STORY WON'T DIE, from Award-winning filmmaker David Henry Gerson and Academy Award winning producer Odessa Rae, is an inspiring, timely look at a young generation of Syrian artists who use their work to protest and process the world's largest and longest displacement of people since World War II. The film is produced by Sundance Award-winner Odessa Rae (Navalny). ... Read all"
tt12552284,The Story Won't Die,2021,Documentary,8.2,David Henry Gerson,A workaholic lawyer returns to her island home to convince an old friend to take over his family's company - but rekindled feelings soon get in the way.
tt12561412,Reverse,2021,"Crime,Thriller",6.8,Mauro John Capece,"Aliens invade the Earth and it is up Dawes, Parsons and Emile to save it."
tt12564150,Joel D. Wynkoop's the Craiglon Incident,2021,Sci-Fi,7.3,Joel D. Wynkoop,Sherin is pursuing a journey through lives of many children's who went through brutal abuses in past. She meets with many stories for her documentary including story of Naseema and Anna which makes U Turn to Sherin's past.
tt12565232,The Bell Affair,2022,"Animation,History",8.6,Kwakiutl Lynn Dreher,"Giulia Montelli, is a police detective. Her boss sent her on a mission alone to a psychiatric clinic in central Italy to interrogate Matteo Muzzi, a serial killer of influencers and show girls, who is accused of repeated murders."
tt12565346,Go Brother! 2,2021,"Comedy,Drama",5.3,Fen-fen Cheng,"Daniel and Mary Bell sue for their freedom and then lead one of the largest escape attempts in American history. About to be separated, they are forced to make a terrifying choice."
tt12567408,Confessions of a Cuckoo,2021,Drama,7.3,Jay Jithin Prakash,Plot not available
tt12572040,The Phantom of the Open,2021,"Biography,Comedy,Drama",7.0,Craig Roberts,"A young man searching for truth in a truthless age. As a globalized world grows into fruition the mixing of cultures, science, and religion has left a void where honest ignorant certainty filled in the past. Belief systems are challenged, and it seems all that is left is the individual experience. Did those who came before us understand and hold something that the mod... Read all"
tt12573454,Sharper,2023,"Crime,Drama,Thriller",6.7,Benjamin Caron,Motivations are suspect and expectations are turned to chaos as a con artist takes on Manhattan billionaires.
tt12575896,14000 Miles,2021,"Adventure,Biography,Documentary",8.9,Bjorn Stickle,"Bergen, a valuable Turkish Arabesque singer, fights to stay afloat despite all the difficulties in her life."
tt12578564,Bergen,2022,"Biography,Drama,Music",6.9,"Caner Alper, Mehmet Binay","Maurice Flitcroft, a dreamer and unrelenting optimist, manages to gain entry to the 1976 British Open Golf Championship qualification round despite being a complete novice."
tt12579470,Robots,2023,"Comedy,Romance,Sci-Fi",5.5,"Casper Christensen, Anthony Hines",Charles is a womanizer while Elaine is a gold digger. The duo learn humanity when forced to team up and pursue robot doubles of themselves.
tt12580110,Tyler,2023,Crime,10.0,Marvin Van Buren,A young man who loses his job is trapped in a small town that has fallen victim to economic ruin. He resorts to extreme measures to escape and hopefully start a new life.
tt12580116,Mad As Hell,2021,Action,7.3,Robert D. Parham,Long suppressed footage of the human suffering caused by the US nuclear bombing of two Japanese cities in August of 1945.
tt12580538,Showdown in Yesteryear,2023,"Fantasy,Western",8.0,Aaron Bratcher,"A riot breaks in the small town of Ismailpur, four victims of the riots take shelter in an old woman's home. Conflicts break out between the four members, leading to a fateful night that is unforgettable."
tt12581150,Dharmajuddha,2022,"Drama,Thriller",6.8,Raj Chakraborty,"An aspiring cowboy encounters a mysterious door in the middle of nowhere on a ranch. Upon opening it and stumbling through, he's suddenly thrust back into time -- 160 years back in the old west -- where outlaws rule and life is extremely dangerous."
tt12581996,Atomic Cover-up,2021,Documentary,8.0,Greg Mitchell,"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies."
tt12584954,Twisters,2024,"Action,Adventure,Thriller",6.7,Lee Isaac Chung,"When a man's family is mistakenly murdered and the police can't solve the case, street justice is the only option."
tt12585076,Moonshot,2022,"Comedy,Romance,Sci-Fi",5.6,Christopher Winterbauer,"The foul mouth quick quipping Jamal becomes involved with two greedy drug dealers in a drug deal that's gone completely off track. Jamal becomes captured alongside an unlikely ally. The city's crime boss finds out about the botched drug deal and wants all of them dead. Narrowly escaping the clutches of the crime boss, Jamal is then betrayed. Entangled by deceit and ve... Read all"
tt12585100,Low Heat,2021,"Action,Comedy,Drama",8.6,John Carroll DeShazier,"This romantic comedy with a twist follows two college students as they join forces in order to be reunited with their significant others, embarking on a lively journey that takes them wildly off course."
tt12585706,The Man Who Went to Heaven,2021,"Drama,Family",5.5,,"After David Burrows was fatally shot in a robbery in his store, he returned from the dead to tell others about his after death experience."
tt12591654,Brutal Season,2023,Drama,8.4,Gavin Fields,"In 1948, the Trouths are facing no income and the hottest summer on record. When their estranged son inexplicably returns, the apartment is full again - but is it big enough for the gambling, trauma, and substantial life insurance policy that comes in his wake?"
tt12591668,Tralala,2021,"Comedy,Drama,Musical",5.9,"Arnaud Larrieu, Jean-Marie Larrieu",My Dog is Sick pursues a couple traversing through isolation. The alpha male and the conscious female both seeking to destroy each other by pushing dormant buttons and grasping pleasure in serving and devouring. It's a circle that liberates before it starts to suffocate.
tt12592680,My Dog Is Sick,2021,"Fantasy,Horror,Romance",5.7,Sapna Bhavnani,"A 48-year-old singer/songwriter in search of the Virgin Mary takes on a new identity as guitarist Pat, who has disappeared."
tt12593208,Deira Diaries,2021,Drama,6.6,Mushthaque Rahman Kariyaden,"It is the story about a man told through the viewpoints of various others. His name is Yosuf in the story. The man from Kerala, India lives in UAE for 30 years. He touches the lives of many through his simple words and actions."
tt12593572,Window Seat,2022,"Crime,Romance,Thriller",6.3,Sheetal Shetty,"The story of Raghu, an utter romantic at heart, who loves his seat at the window on his daily commute for a very specific reason. This seat leads him on a wild and unexpected journey where he comes face to face with life altering secrets."
tt12593682,Bullet Train,2022,"Action,Comedy,Thriller",7.3,David Leitch,"When a fledgling television show ""Creature Expedition"" finds itself on the brink of cancellation and desperate for a rating boost, the show's host under the guidance of her producer gathers a lovable crew of dimwits and they set out to Bigfoot country to find the creature and capture him on film. With the help of an claimed Bigfoot hunter ""Truman Shaw"" and a little lu... Read all"
tt12598462,American Bigfoot,2022,"Action,Adventure,Comedy",7.3,Lance Polland,Plot not available
tt12598744,My Last Best Friend,2023,Drama,8.2,Filippo M. Prandi,"New York City. Early 2020. Two men, both named Walter Stoyanov, watch their lives getting turned upside down, as one of them tests positive for COVID-19 and the other one is being investigated by FBI Special Agent John McCallany."
tt12601256,Nobody Knows,2021,"Drama,Thriller",6.7,Bennett Rathnayake,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.
tt12603018,Croma Kid,2023,"Comedy,Drama,Sci-Fi",6.1,Pablo Chea,Emi must deal with the disappearance of his parents into another dimension after a magic trick spirals out of control.
tt12606526,Domitilla: The Sequel,2023,Crime,7.6,Zeb Ejiro,Plot not available
tt12607070,A Hero of Our Time,2023,"Comedy,Drama",8.3,Mirac Atabey,Three tragicomic days in the life of an immature man who deals with his father's funeral preparations in the hills of northeastern Turkey.
tt12608168,You Married Dat,2022,Comedy,9.0,Dame Pierre,"Based on the series ""YOU HITTIN DAT???"" Characters by Juhahn Jones and Dame Pierre. Story by Byron Manuel, Tarek Abdelkhalig, and Juhahn Jones."
tt12610390,The Union,2024,"Action,Comedy,Thriller",5.4,Julian Farino,"Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission."
tt12612112,Street smart,2022,Drama,7.2,Erez Tadmor,"A girl makes all her effort to retain the summer, but the first snow still arrives on time."
tt12616480,Slingshot,2024,"Sci-Fi,Thriller",6.4,Mikael Håfström,"In the heart of Tel-Aviv's Neve Tzedek neighborhood stands an old house that operates as a shelter for youth from broken homes. Jackie, a young man who finds himself running the shelter after the sudden death of its legendary founder, discovers that the old house actually belongs to the municipality of Tel-Aviv, and has been bought by a businessman who's planning to d... Read all"
tt12617712,An Unknown Compelling Force,2021,Documentary,6.4,Liam Le Guillou,"An astronaut struggles to maintain his grip on reality aboard a possibly fatally compromised mission to Saturn's moon, Titan."
tt12618046,200 Cigarettes from Now,2021,"Comedy,Drama,Romance",7.0,Tianyu Ma,"When Dodge goes catatonic after he and Kristi split up, his exasperated roommates organize a massive ""cheer up"" party to jolt him out of his emotional coma...only to discover the situation is not what they assumed it to be."
tt12619898,The New Frontier,2021,"Fantasy,Western",6.2,Travis Mills,"A goatherd seeks help from a witch to break a curse that prevents him from taking a wife, so she sets upon him a series of impossible tasks."
tt12623434,Man and Witch: The Dance of a Thousand Steps,2024,"Adventure,Comedy,Family",8.4,Michael Hines,"Mary Tyler, Millennial is a horror comedy about our current past, present, and future. New to Los Angeles, Mary Tyler (Mary Ryan) takes a job at a mysterious startup called DaJaVue, which begins to warp her reality in strange and unsettling ways. Izabella Watson (Lucy Blehar) is the youngest CEO in America, and her amazing, fantastical yet unproven device, The DaJa, i... Read all"
tt12626614,Party Favors,2021,Comedy,7.4,Matt Canon,"The truth of Russia's greatest unsolved mystery, the Dyatlov Pass Incident, is uncovered in this compelling documentary."
tt12627606,Midas Man,2024,"Biography,Drama,Music",7.8,Joe Stephenson,"One of 12 Westerns in 12 Months: this film tells the story of two women, isolated in the wilderness, whose peaceful life is forever changed when a third woman arrives one day. Along with her, a supernatural force lurks in the woods nearby."
tt12629540,"Mary Tyler, Millennial",2023,"Comedy,Horror",6.2,David Schrader,Jide and Hauwa Pedro accidentally run over a teenage girl while having sex on their way to an event
tt12631534,Rosie: The Saffron Chapter,2022,"Horror,Mystery,Thriller",8.5,Vishal Mishra,"On Thursday 9 November 1961, a man named Brian descended the stairs to a cellar in Liverpool and changed the world forever."
tt12635606,In Bed with the Pedros,2023,Drama,5.2,Niyi Towolawi,A film based on true events in Gurugram.
tt12636662,Scott Free,2022,Crime,6.8,Stephen Everson,"Chumki takes lift from Sagar on her way to Bhubaneswar from Koraput. During the journey, they fall in love and decide to marry but fate has different plans."
tt12642296,The Great Nick D,2024,"Comedy,Drama",8.6,"Ansel Faraj, Nathan Wilson","This is a story of karma and her revenge on two brothers, one is forever tied to the streets and the other one sees the bigger picture of what life can be. They are trapped by a life of crime and their own egos. One brother tries to save them before it's too late. Because he knows Karma is always looking for payback!"
tt12646520,Chumki,2022,"Horror,Mystery,Romance",6.9,Girish Mohanty,"A sweet-natured tale of redemption following a washed up 90's porn star now a Venice Beach nobody, who gets a second chance to restart his mainstream acting career in order to win back the Oscar nominated actress girlfriend from his past."
tt12648266,Accused,2023,Thriller,6.4,Philip Barantini,"A world divided, a house divided. The story of real people living in our socially challenged world."
tt12653066,Hidden Exposure,2023,"Drama,Thriller",5.2,Todd Bogin,"A recently jilted dancer follows her ex-boyfriend to his new home, where she insinuates herself into his new relationship."
tt12654824,Love N Quarantine,2022,"Comedy,Drama",8.2,David J. Espinosa,"After a revenge obsessed society incorrectly selects its next target, a young man must survive the night as the online witch-hunt arrives at his front door."
tt12654846,Rudy,2023,Drama,5.9,Shona Auerbach,Two struggling country music singers from the tiny African Kingdom of Swaziland journey to Texas determined to win big at a battle of the bands.
tt12655436,Honk for Jesus. Save Your Soul.,2022,Comedy,5.3,Adamma Ebo,"Adrian Grenier stars as Sean McAllister, a successful fashion designer who hasn't seen his family in years. He returns to his hometown for a painstaking family reunion that will take him back to his past only to rebuild his future."
tt12661314,Far More,2021,"Comedy,Drama",6.0,Ally Walker,"In the aftermath of a huge scandal, Trinitie Childs, the first lady of a prominent Southern Baptist Mega Church, attempts to help her pastor-husband, Lee-Curtis Childs, rebuild their congregation."
tt12662890,Dusty & Stones,2022,Documentary,8.4,Jesse Rudoy,"Set in the heart of rural England, Rudy finds her relationship with her father being tested."
tt12662910,Girl Talk,2022,Documentary,6.0,Lucia Small,Five teenage girls on a top ranked debate team on their quest to be the best in the U.S.
tt12667838,Personality Crisis: One Night Only,2022,"Biography,Documentary,Music",7.0,"Martin Scorsese, David Tedeschi",The rugged mountain valley of Bregaglia brought forth an entire dynasty of artists: the Giacomettis. Director Susanna Fanzun traces the footsteps of this remarkable family.
tt12670610,The End of Blindness,2021,Documentary,8.7,A.J. Martinson,Follow musician David Johansen's luminous set at Café Carlyle from January 2020. A concert that is wonderfully intimate and a testament to both a lost New York and an artist who remains as fresh and exciting as ever.
tt12671456,The Giacomettis,2023,Documentary,7.4,Susanna Fanzun,"The incredible story of Dr. Samuel Bora, the only ophthalmologist for over 3 million people in rural Ethiopia who provides free cataract surgery to the blind poor."
tt12675370,Reportage November,2022,"Horror,Mystery",5.1,Carl Sundström,"A mysterious death of a mother and the disappearance of her child leads a group of freelance journalists to the outback of Sweden. The group of four, led by the famous journalist Linn Söderqvist, will make a reportage about the happening, and try to find something the police missed. Equipped with cameras and supplies to survive in the forest for days, they wander out ... Read all"
tt12675808,22: The Unforgotten Soldier,2023,"Drama,War",6.5,Sam Medina,Borrego follows a young botanist who relocates to a small desert town to study an invasive plant species. She must fight for her survival when she's kidnapped by an inexperienced drug mule after his ultralight plane crashes in the desert.
tt12676006,Borrego,2022,Thriller,5.2,Jesse Harris,"Two Marines, from different generations, bond over time to fight the real battle after coming home from war in order to survive the statistic of 22 suicides per day."
tt12676326,Malcolm & Marie,2021,"Drama,Romance",6.6,Sam Levinson,"Cassia, a young naïve girl who is pure of heart, has been chosen to be the last Vestal of Light and must set off on a quest to seal away the darkness."
tt12679044,Radiant Dark,2021,Fantasy,6.8,Matthew A. Peters,A director and his girlfriend's relationship is tested after they return home from his movie premiere and face each other's turmoil during one long night.
tt12685274,The Sixth Reel,2021,Comedy,6.4,"Carl Andress, Charles Busch",A down-on-his-luck movie collector discovers a legendary lost film and becomes entangled in an outrageous adventure to deliver it to the right hands before it is lost forever.
tt12687608,Benedict Arnold: Hero Betrayed,2021,"Documentary,Drama",6.3,Chris Stearns,"His name is synonymous with treason, but this cinematic documentary shows that Benedict Arnold's heroic contributions to American Independence far outweigh his later change of allegiance."
tt12687742,The NEW AGEncy: In the Park Before Dark,2022,Horror,7.3,Roland Brown,"A cult is defined as a group or community that uses coercive control over its members, rather than by connection to a particular religion or faith. The NEW AGEncy is a purposely vague collective with tenets that are never clearly defined. Every member has a different reason for joining this secretive sect, but the most prominent reason is simple: they're either too ec... Read all"
