tconst,originalTitle,year,genres,Rating,director,plot
tt13099434,NGFL: Nice Guys Finish Last,2022,Comedy,8.3,"K.T. Lester, SeJames Humphrey, KT Lester","Sir Nicholas 'Nicky' Winton, a young London broker who, in the months leading up to World War II, rescued over 600 children from Nazi-occupied Czechoslovakia."
tt13100890,Love Thy Neighbor - The Story of Christian Riley Garcia,2021,Documentary,7.4,Brandon Smith,A disgraced podcast host interviews an eccentric farmer who claims to have a monster living in the woods near his house.
tt13101714,All Eyes,2022,Thriller,5.4,Todd Greenlee,"A successful financial officer, making money comes easy, however finding true love not so much. Will he navigate through a sea of beautiful women vowing for his attention and ultimately find miss right, or will this Nice Guy finish last?"
tt13101724,Awakening the Soul,2021,Documentary,8.2,Samuel Austin,"A psychedelic trip into the heart of Ayahuasca deep diving into how and why this medicine is so profoundly effective at unravelling and healing the root causes of trauma, addiction and mental health issues."
tt13102440,Play Back,2021,"Crime,Fantasy,Romance",7.6,Hari Prasad Jakka,"Karthik is an investigative crime reporter from 2019, while Sujatha is from 1993. Karthik knows about her difficulties and he tries to change her future by changing the incidents from her past."
tt13103278,Bad Risk,2023,"Comedy,Horror,Mystery",9.0,Dirk van Eekelen,"A film about a party that turns sinister. When Lennard and Isaak get invited to a party, things turn out worse than they ever could've imagined."
tt13103732,The Offering,2022,Horror,5.3,Oliver Park,"A feature-length biographical documentary of Nicola Adams OBE, the double Olympic and WBO female boxing champion, and the first woman to ever represent England in boxing."
tt13105480,North of Albany,2022,Drama,6.3,Marianne Farley,A family struggling with loss find themselves at the mercy of an ancient demon trying to destroy them from the inside.
tt13105806,Lioness: The Nicola Adams Story,2021,"Biography,Documentary",7.4,Helena Coan,"Annie frantically flees Montreal for the US with her young son, Felix and teenage daughter, Sarah, fearing the repercussions after Sarah severely injures her school bully. When their car breaks down just outside a small town in the Adirondacks, the family is stranded. Paul, a single father and the town's lone mechanic, isn't able to fix the car until the following wee... Read all"
tt13109862,Matt and Mara,2024,Drama,6.5,Kazik Radwanski,"A young professor struggles in her marriage, only to meet Matt, a man from her past who wanders onto her university campus."
tt13110808,Gamanam,2021,Drama,5.9,Sujana Rao,An 18-year-old girl dealing with the sudden death of her father and whose life takes an unexpected turn when she carries out his last wish to be buried in his home town along the Mississippi.
tt13110816,SR Kalyanamandapam,2021,"Action,Romance",5.6,Sridhar Gade,Tumultuous events triggered by the death of a Dutch sugar plantation owner who ends up leaving his Indian Ocean island estate to his young illegitimate son - the child of his Indonesian housemaid.
tt13110998,Sweet Dreams,2023,Drama,6.5,Ena Sendijarevic,A young man tries to repair his relationship with his father while falling in love.
tt13111170,Runner,2022,Drama,5.3,Marian Mathias,The lives of six individuals across the city change just as the city is reeling under floods. Will they all make it safely to the other side?
tt13117642,Sheryl,2023,"Comedy,Horror,Thriller",8.0,Justin Best,"After being dumped by her serial killer boyfriend, a beauty-obsessed woman goes on a blood-soaked quest to create the perfect female face, while navigating her new relationship with the cop investigating the murders."
tt13118286,The Golf Ball,2021,"Comedy,Drama",7.4,Emanuele Pica,Six Former Gangsters face retribution from the demonic spirit of a man they once murdered
tt13123106,Driftwood,2023,"Mystery,Romance,Sci-Fi",6.7,Neal Tyler,Lewis Morgan (Rory Darvel) is a pastor who retires to pursue a career as a therapist. His first job is a sex abuse prevention counselor rehabilitating sex offenders. His wife Rhonda (Tiffany Binion-Mangum) is a mechanic who is disrespected by her male coworkers. Her vision is to work with high performance racing cars. Society looks down on their vocational passions bu... Read all
tt13123560,SHADOWS : The Movie,2024,"Drama,Horror",6.5,Brian Clyde,Sparkles and downsides of thirty-somethings looking for success in L.A.
tt13123976,Shaded Passions,2021,Drama,8.0,Rodney Pearson,A young writer returns to his hometown and soon discovers the dark secret that has been hidden for years. The Scarecrows have risen and they are raising hell.
tt13124286,Rise of the Scarecrows: Hell on Earth,2021,Horror,5.2,Geno McGahee,"A woman enters an experimental treatment to reconnect with her estranged husband. A malicious force disrupts the system, forcing her to navigate nightmarish realms to rescue her husband and escape the treatment."
tt13130098,Sue Inside,2023,"Comedy,Drama",8.4,Sammy T. Anderson,"Suffering a recent heartbreak, a suicidal man and his best friend attempt to find meaning."
tt13130198,Chaavu Kaburu Challaga,2021,Comedy,5.8,Koushik Pegallapati,"A political leader's death leads to a power struggle. Amid corruption, greed and deceit, an unlikely opponent steps up."
tt13130308,Godfather,2022,"Action,Crime,Drama",5.2,Mohan Raja,"The Menshovs helps a man named Rodin to escape from an road accident. Rodin turns out to be an official from the Federal Security Service. A friendship is struck, which, however, soon becomes a source of enormous problems for the Menshovs."
tt13130370,Gurthunda Seethakalam,2022,"Drama,Romance",6.0,Nagashekar,The film is set against an urban backdrop and Satya Dev will be stepping into the shoes of a middle-aged software employee who has endured several heartbreaks in his quest to find true love.
tt13130400,Maestro,2021,"Crime,Drama,Music",6.7,Merlapaka Gandhi,A mortuary van driver experiences love at first sight when seeing a widow while she's paying her last tributes to her deceased husband.
tt13130596,The Owner,2023,Drama,7.8,Yuriy Bykov,"A piano player pretending to be visually-impaired, unwittingly becomes entangled in a number of problems as he witnesses the murder of a former film actor."
tt13130760,HIT: The First Case,2022,"Action,Crime,Drama",6.8,Sailesh Kolanu,"Vikram is a 32-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost."
tt13130886,First Day Out,2023,Comedy,7.1,"Pete Pitrelli, Dale Stelly","A strange story from Somerset, England about a filmmaking farmer and the inspiring legacy of his long-lost home movies."
tt13130926,A Life on the Farm,2022,Documentary,6.7,Oscar Harding,"Less than 24 hours after being released from a ten year bid for an armored truck robbery, 2 Sweet is being chased by his ex partner in crime, Twan, who wants his cut of the money stashed while 2 Sweet was inside."
tt13131186,Enemy,2021,"Action,Drama,Thriller",6.1,Anand Shankar,It's the story of two childhood friends and their escalating competitive nature. To what extent are they ready to go?
tt13131232,Mission Majnu,2023,"Action,Drama,History",7.0,Shantanu Bagchi,An angry father seeks deadly revenge on his daughter's rapists and murderer
tt13131350,Vikram Vedha,2022,"Action,Crime,Drama",7.1,"Gayatri, Pushkar","In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan."
tt13132466,There's Always Hope,2021,Drama,5.3,Tim Lewiston,168 Allied airmen fight for survival in Germany's infamous Buchenwald Concentration Camp during WWII.
tt13134002,Guest Unwanted,2022,"Crime,Thriller",7.4,"Parvinder Singh Wraich, Harkiran Kaur Wraich",A tough police officer sets out to track down and kill an equally tough gangster.
tt13134900,Lost Airmen of Buchenwald,2021,Documentary,7.9,Mike Dorsey,A woman travels to Portugal in an attempt to orchestrate a reconciliation between her parents.
tt13136084,My Amanda,2021,"Drama,Romance",5.8,Alessandra De Rossi,A statuesque Hollywood icon meets a Jewish leprechaun in a bird store--what are the chances?
tt13137322,American HUN Story,2022,"Comedy,Fantasy",5.6,Teli Share,"Stanley Burdi, who is losing everything to a divorce, is struggling to see the meaning of happiness and gets beaten down by the new harsh reality. But then, a mysterious superpower comes along, and life begins to turn around."
tt13139228,My Policeman,2022,"Drama,Romance",6.5,Michael Grandage,Plot not available
tt13141496,Our (Almost Completely True) Love Story,2021,"Comedy,Drama,Romance",6.8,Don Scardino,"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant."
tt13141878,Boogey-Man,2021,Thriller,6.2,James L. Bills,The arrival of Patrick into Marion and Tom's home triggers the exploration of seismic events from 40 years previously.
tt13142236,Web Crawler,2021,Action,7.5,Paul J. Lane,"It's a story of one night where estranged lovers Kartik and Vasuki end up meeting each other after 12 years under strange circumstances. Kartik is on a run for being a murder suspect. However, there is more than meets the eye."
tt13142366,2 Finesse,2021,Comedy,5.1,Curtis Franklin,TJ the Con Man convince his team to plot revenge on a ex employee who went Rogue stealing a Rap Group song and got rich.
tt13143988,Nail Polish,2021,Drama,7.2,Bugs Bhargava Krishna,"Following the death of his ex-wife, a retired police officer, who is known for his investigative prowess, unexpectedly gets pulled into a criminal case involving organ harvesting."
tt13144076,Raat Baaki Hai,2021,"Drama,Thriller",5.1,Avinash Das,"Two Police Detectives Cane and Lavier follow a trail of murdered assassins which leads back to the school days of two of the victims. An interview with the dead assassins old teacher uncovers a link to their passion of predicting the future and in turn the theory of changing the past. With the loss of Laviers Fiancé through a tragic accident, he starts to push Cane fo... Read all"
tt13144110,Vichithiran,2022,"Crime,Drama,Thriller",6.5,"M. Padmakumar, R.K. Suresh","Nail Polish, written and directed by Bugs Bhargava Krishna, stars Arjun Rampal, Manav Kaul, Anand Tiwari and Rajit Kapur. It's a legal thriller that explores the uncertainty of the human mind."
tt13145186,Olga,2021,"Drama,Sport",6.8,Elie Grappe,Titli dies in a car accident but Inspector Tara doubts it as a planned murder... The Complete movie is about the investigation.
tt13149036,Family Squares,2022,"Comedy,Drama",5.5,Stephanie Laing,"A family that's been divided for years but when the matriarch grandma Mabel dies suddenly, the family has to come together. Her death takes the family on a journey, discovering that not only did she keep secrets, but so did everyone else."
tt13149544,Black Rose,2021,Thriller,5.2,Hemant N Mishra,"In A Village Called Odela, There Is A Ritual Of Killing In A Row. Who Is Behind This? How Did IPS Officer Anudeep Hit These?"
tt13149552,Odela Railway Station,2022,"Action,Crime,Romance",5.3,Ashok Teja,This is a documentary about the growing global tick borne disease epidemic. The film follows Joonas who has chronic Lyme disease. It shows his struggles to get treatment. The film shows the struggles those with Lyme and other tick borne infections face regarding obtaining health care and lack of human rights.
tt13149800,The Red Ring,2021,Documentary,6.0,Joonas Berghäll,"A 15-year-old Ukrainian gymnast exiled in Switzerland, who is working to secure a place at the country's National Sports Center. When the Euromaiden revolt breaks out in the country, anxieties rise as her family gets involved."
tt13153494,Punch,2022,"Drama,Romance,Sport",6.3,Welby Ings,"Jack Davis (Taylor Gray) finds himself adrift after his father, the legendary Coach Davis (Kelsey Grammer), cuts him from his renowned soccer club, the Carolina Mantis. Estranged from his father, at odds with his brother, Mantis All-Star goalie Sam (Adam Aalderks), and desperate for purpose, Jack turns to his ex-girlfriend Sophia (Ally Brooke). Jack is inspired by her... Read all"
tt13153678,High Expectations,2022,Drama,5.4,"Jonathan Southard, Christopher D. White",An all-too-ambitious playlist curator at a major music streaming company finds himself on a soul-searching summer day's odyssey across his adopted Amsterdam.
tt13153754,Quicksand,2021,Drama,6.6,Margot Schaap,"When Suze's colourful and extravagant mother Helena pays a surprise visit to inform her daughter that she's ill, Suze slowly relapses into severe compulsive behavior."
tt13153882,Goodbye Stranger,2023,"Comedy,Drama,Music",6.3,Aaron Rookus,"Jim is preparing for his first professional fight but begins to rethink his life's trajectory and his sexuality after tangling with Whetu, a gay Maori boy who spends his days in an old shack down by the beach."
tt13154148,Berg,2021,Documentary,7.4,Joke Olthaar,"It follows three hikers on their personal odysseys, after a coincidental meeting high in the mountains"
tt13155788,Four Journeys,2021,Documentary,7.4,Louis Hothothot,A look at the life of Lawrence MacEwen who has farmed the Isle of Muck since the 1960s.
tt13155940,My Village People,2021,"Comedy,Fantasy",6.3,Niyi Akinmolayan,A young man's weakness for women lands him in trouble when he is caught in a bizarre love triangle with witches.
tt13156472,Prince of Muck,2021,Documentary,6.9,Cindy Jansen,"On behalf of the Red Cross, Dutch ex-soldier Albert engages South Sudanese soldiers in talks about war crimes and how to avoid them."
tt13156582,Rules of War,2022,Documentary,6.2,Guido Hendrikx,"As the second-born child during the Chinese one-child policy, director Louis Hothothot was illegal for a while. In his film Four Journeys the Chinese-Dutch filmer exposes family traumas by going back to China and interviewing his parents and his sister. A painful history of Mao's China."
tt13156698,"Shangri-La, Paradise under Construction",2022,Documentary,6.0,Mirka Duijn,"The film uses the oyster and its sensual and lavish associations as a symbol to explore human drives and desires. The oyster takes us on a trip around the world, in which protagonists that all have their own special relationship to the oyster share their ambitions, desires and existential fears. This cinematic documentary explores the intricate nature of our deepest y... Read all"
tt13156818,The Taste of Desire,2021,Documentary,6.9,Willemiek Kluijfhout,"In this travelogue, Mirka Duijn traces the history of the image of Shangri-La, the Utopian place from the novel Lost Horizon (1933), that has now become real."
tt13156854,Yab Yum,2021,Documentary,7.0,Anna van 't Hek,"Documentary about Yab Yum, once the most famous brothel in Amsterdam. It has been closed years ago because it was being used more and more for criminal activities."
tt13157456,King on Screen,2022,Documentary,6.6,Daphné Baiwir,Eight-year-old Iris's heart condition threatens her dream of becoming a professional dancer.
tt13157722,"Ma Belle, My Beauty",2021,"Drama,Romance",5.5,Marion Hill,"1976, Brian de Palma directs Carrie, the first novel by Stephen King. Since, more than 50 directors adapted the master of horror's books, in more than 80 films and series, making him now, the most adapted author still alive in the world."
tt13157750,Heart of Hope,2021,"Drama,Family",6.1,Roydon Turner,"Mahesha and Sudhakar are childhood best friends who grew up together. When Sudhakar falls for Mahesha's cousin Kaveri, Mahesha opposes it. A rift forms between them and as more people get involved, their fight soon turns into a gang war."
tt13161116,Mahishasura,2021,Drama,8.7,Uday Prasanna,In a dystopian future the Artificial Intelligence EVE takes over the world. Mankind must flee into the wilderness or try to stop EVE.
tt13161934,PR,2022,Drama,8.3,Manmohan Singh,A surprise reunion in the South of France reignites passions and jealousies between two women who were formerly polyamorous lovers.
tt13162484,Listy do M. 4,2021,Comedy,5.1,Patrick Yoka,"Anything can happen during Christmas Eve. Mel has to face new professional challenges and adapt to the new standards prevailing at work. Then Karina and Stephan plan to introduce serious changes in raising children. They decide to change their approach and apply somewhat sophisticated educational methods. A new woman will step in between Karolina and Filip, and the pa... Read all"
tt13167512,EVE,2021,"Adventure,Drama,Sci-Fi",7.4,Daniel Klotzek,"When a Hollywood filmmaker receives a card from his young son whom he has never met, he makes the difficult decision to go see him. Their lives then take a life-altering turn as drama surrounding the boy's mother unfolds in the small town."
tt13168204,78 dana,2024,Drama,8.1,Emilija Gasic,A man embarks on a journey to find out what happened to his significant other; a young girl who immigrated to Canada to obtain a PR status but has since disappeared and cut off contact with her loved ones.
tt13170092,Rosebud Lane,2023,Drama,6.8,John Lacy,"After their father is conscripted during the 1999 NATO bombing of Yugoslavia, three sisters begin a Hi8 video diary in their countryside home. They film each other putting on make-up, picking cherries, playing party games, getting into fights and helping their mother cook. This fragile, intimate world is perhaps their only shelter from the reality of bombings, sirens ... Read all"
tt13172796,Plan B,2021,Comedy,6.7,Natalie Morales,"After pulling a successful bank heist against The Anointed Ones, Dominic Bane falls short with Alan Parker Industries. He is now stuck deciding whether or not he wants to continue fighting or end up being dead for good."
tt13174124,Dominic Bane,2023,"Action,Crime,Drama",9.0,Matthew Silva,"Follows a straight-laced high school student and her slacker best friend who, after a regrettable first sexual encounter, have 24 hours to hunt down a Plan B pill in America's heartland."
tt13174204,The Last Show,2021,Drama,5.2,Vivek Agnihotri,"Meet Cupid, an adorable little angel whose job is to make everybody fall in love. But there is a problem. Cupid is new at his job and doesn't know how. Will Cupid learn how to make people fall in love in time for Valentine's Day? Find out in Cupid."
tt13174548,Cupid,2021,"Animation,Comedy,Family",6.4,Kelly Little,Plot not available
tt13175066,Alien Busters,2021,"Animation,Comedy,Family",6.7,Kim Tanaka,"When the notorious intergalactic lizard TNT unleashes his latest doomsday device known as the Mind Your Manners Serum, creatures all across the cosmos lose their sense of humor. Enter those high-flying heroes of outer space, Squeak and Commander Hamsanders, to save the day. When trouble's brewing among the stars, who's gonna come to the rescues? Alien Busters, of cour... Read all"
tt13178934,Exceptional Beings,2023,Fantasy,6.4,"Njedeh Anthony, Christian Kazadi",In the future - Revenge has no limit
tt13180664,Wu Lin: The Society,2022,"Action,Crime,Sci-Fi",6.4,Johnny K. Wu,"Two Supernatural Beings begin to question their Godhood, when they encounter a human being, an ordinary woman with an uncanny essence, who doesn't conform to their thousands of years of knowledge about humanity. They journey through her existence, as it relates to their desperate need to understand answers to questions, they never believed existed."
tt13181484,Not Now,2022,Comedy,6.1,Ethan Stephens,"Logline: When a single, young Pastor assumes an interim role at a church that has historically favored married men to shepherd them, he feels the pressure to conform to the status quo."
tt13182756,The Most Reluctant Convert,2021,"Biography,Drama,History",7.1,Norman Stone,A complacent college drop-out falls for a compelling yet distancing trainee who changes his life in the most unexpected of ways.
tt13182810,Blind Trauma,2021,Thriller,10.0,Theo Bray,"Spanning C.S. Lewis' bitter childhood, WWI and his life-changing friendships at Oxford, The Most Reluctant Convert depicts the events that shaped Lewis' early life and journey from hard-boiled atheism to prolific Christianity."
tt13182834,Jabaek,2022,"Crime,Mystery,Thriller",6.6,Jong-seok Yoon,A story about a man who has been pointed out as the culprit of a locked-room murder and his lawyer approaching the truth.
tt13188058,Ringside,2023,Drama,6.1,James Twyman,"Chad (15) lives a life of poverty and neglect. Desiring a better life he is given a choice. The easy option, to crime to support himself or take a job at the local boxing gym with the hope of becoming the best version of himself."
tt13188064,Let the Wrong One In,2021,"Action,Comedy,Horror",5.5,Conor McMahon,A young supermarket worker discovers that his older brother is a vampire and must choose whether to help him or slay him.
tt13190778,"Dawn, Her Dad & the Tractor",2021,Drama,6.2,Shelley Thompson,Sam reunites with a childhood friend for an unforgettable week leading her to see her life for what it really is: her own.
tt13191918,The Farm,2023,Drama,5.6,Ryan Pace,"After the death of her mother, a young trans woman returns to the family farm where she sees her father and sister for the first time since her transition."
tt13192714,Samantha Rose,2021,Drama,6.7,Andrew Morgan,The hideous murder of a young woman sparks a deadly obsession to uncover her murderer.
tt13194200,Journey to the Heart of Africa,2022,Documentary,8.6,"Cam Batten, Paul Phelan","A man and wife endure life's disappointments and joys together, after inheriting an insolvent farm from a tragic death."
tt13195436,Ghost Crew,2022,Horror,5.9,Lawrie Brewster,"The inspiring journey of Walt Disney World legend Billy Flanigan from his daunted childhood to a life free of fear, shame, and secrets all while brightening lives - one Flanigram at a time."
tt13196552,Billy Flanigan: The Happiest Man on Earth,2022,"Biography,Documentary",8.1,Cullen Douglas,Plot not available
tt13198192,Kendra and Beth,2021,Comedy,6.1,Dean Peterson,"One of New Zealand's most singular crimes, the abducting in 1984 of University of Auckland drama lecturer Mervyn Thompson."
tt13199014,Six Angry Women,2021,"Documentary,Drama",6.6,Megan Jones,"A dark comedy about the only female employee in the warehouse of a sausage company who forms an unlikely bond with a stranger that throws their lives into disarray, leaving them forever changed."
tt13199716,Check,2021,"Action,Crime,Thriller",6.4,Chandra Sekhar Yeleti,Plot not available
tt13201248,Fatwa,2022,Romance,9.2,Pratik Gautam,The story of a prisoner on Death row fighting his wrongful conviction in the backdrop of Chess.
tt13201818,Sonata,2021,Drama,7.1,Bartosz Blaschke,Four stories where an application will open the doors to terror.
tt13204756,Apps,2021,"Comedy,Fantasy,Horror",5.6,"Sandra Arriagada, Camilo León, Lucio A. Rojas, José Miguel Zúñiga","Grzegorz, diagnosed as an autistic child, lives in his hermetic world, unable to establish contact with others. When he turns fourteen, it turns out that the cause of isolation is not autism, but hearing loss, which hides great musical talent. Thanks to the auditory implant, Grzegorz begins to learn sounds, words and music with which he falls in love. He wants to beco... Read all"
tt13205094,Disco Ruin,2021,Documentary,7.3,"Lisa Bosi, Francesca Zerbetto",Plot not available
tt13205458,Float,2023,"Drama,Romance",5.3,Sherren Lee,"After she nearly drowns, a young woman unexpectedly falls for the small-town lifeguard who rescued her. Based on the novel by Kate Marchant."
tt13206286,The Devil's Ring,2021,"Action,Drama",5.8,Juan Salas,"After a traumatic past, once-promising young boxing prospect Anthony Santiago (Alexander Luna) returns home from prison to seek redemption, only to catch the attention of big boxing promoter Mr. Deville (Damian Chapa) with a sinister reputation. After a deal gone wrong, the young boxer must now seek help from retired champion Roy DeSilva (Al Dias) in a literal fight f... Read all"
tt13206784,Chandramukhi,2022,"Drama,Romance",7.3,Prasad Oak,"The film is about RGV going missing one day and the suspects are a Powerful STAR's fans, a MEGA FAMILY and an EX CM along with his SON called Pappu. The movie runs around these characters in bringing back RGV home after crossing many hurdles."
tt13207468,RGV Missing,2021,Thriller,6.6,"Adir Varma, Ram Gopal Varma",A political background based musical love story set in 80's. Vishwas Patil's Chandramukhi is an excellent novel that weaves together the worlds of Politics and Tamasha.
tt13207508,Swan Song,2021,"Drama,Romance,Sci-Fi",6.8,Benjamin Cleary,"Two couples find themselves entangled in a drug deal between the Irish and the Turkish mafia. When a cold-blooded hitman knocks on their door, they have to choose between each other or the money."
tt13207720,The Final Trial of Billy the Kid,2022,Drama,6.1,Michael Anthony Giudicissi,An undercover cop is released from jail after being wrongfully convicted for uncovering a conspiracy that led to the death of hundreds of people living with HIV.
tt13207828,Cold Blooded Love,2021,"Action,Drama,Thriller",6.8,Fikret Sanal,"Did Billy the Kid die in Fort Sumner on July 14, 1881 or did he live on into the 20th century? We're putting the historical evidence on trial to decide once and for all."
tt13210534,Alleyway,2021,"Action,Crime,Thriller",5.5,Henry Charly,"Story begins five years after Vincent a serial torturer is presumed murdered, but his body is never found. The film twists and turns through a maze of lies and revelations, until the horrible truth is finally revealed."
tt13211846,The Legacy,2022,"Horror,Mystery",5.6,Rod Smith,"In the near future, a terminally ill man explores a heart wrenching, emotionally complex solution to save his wife and son from grief by duplicating himself without them knowing."
tt13212032,Murder Ballads: How to Make It in Rock 'n' Roll,2023,"Comedy,Horror",8.4,Mitchell Tolliday,Six interconnected stories tell the rapid rise and violent fall of rock band 'Stack of Corpses'
tt13213122,Pornographer the Movie: Playback,2021,Romance,6.9,Kôichirô Miki,"After their daughter is abducted by a black-market sex trafficking ring, Ryan and Vanity Snow have twenty-four hours to track down her kidnappers and rescue her in this action-packed drama about the lengths we go to protect our family."
tt1321510,In the Heights,2021,"Drama,Musical,Romance",7.3,Jon M. Chu,"In Washington Heights, a sympathetic New York bodega owner saves every penny every day as he imagines and sings about a better life."
tt13216528,Meet the Snows,2022,"Action,Drama",8.2,Robert Peters,"Rajesh, a naive and kind-hearted person lives in a remote village on the outskirts of coastal Mangalore along with his father. While all his friends have girlfriends, Rajesh starts looking for one but it's not as easy as it sounds."
tt13217512,Narc,2021,Crime,7.2,Brandon Cornett,"Kijima and Kuzumi, showing the problems they face as they try to move forward in their lives, and how they drift apart while still yearning to be together. A story of love and life, and fantasies and failures of a novelist and his lover."
tt13218310,Manku Bhai Foxy Rani,2023,Drama,8.6,Gagan,"The efforts of grass roots volunteers, legislators and Christian academics to expose and stop the efforts of corrupt organizations and groups to infiltrate the nation's school systems with pornographic and pedophilia materials."
tt13220796,Biography: TLC,2023,"Biography,Documentary,Music",7.4,Matt Kay,"Officer Tracy Smith deals with family, the reoccurring nightmare of the brutal murder of his parents and his Secret Internal Investigation of a Special Narcotics Unit. Tracy quickly learns that being a Detroit Narcotics Officer nothing is what it seems while trying to gain the trust of Narcotics Unit."
tt13221998,Footprints on Water,2023,"Drama,Thriller",9.1,Nathalia Syam,An illegal immigrant father in the UK looks for his missing daughter while trying to avoid the police radar.
tt13222004,The Mind Polluters,2021,Documentary,6.1,Mark Archer,A hyperlink crime-drama that explores a day in the lives of seven strangers as their paths interconnect in a way that may alter their lives forever.
tt13222440,Country Hard,2021,"Crime,Drama",6.2,Paul Utomi,"Follow the iconic group that influenced an entire generation and survived against all odds, showing personal stories about their world fame."
tt13222524,Finding Your True Self,2022,"Drama,Romance",8.6,Gabriel Brown,An encounter with some potential new friends gives an isolated young man the chance to get more out of life as he tries to break away from his controlling brother.
tt13223254,How to Thrive,2022,Documentary,9.8,Duy Huynh,"Is there a secret formula to happiness? We all struggle sometimes, but what does it mean when we struggle? We all experience strong emotions, but what should we do about them? We all want to be happy - but what is happiness and why is it so elusive? Positive psycho-therapist Marie McLeod takes on a group of volunteers with mental health issues and offers them interven... Read all"
tt13223398,Beast,2022,"Action,Adventure,Drama",5.6,Baltasar Kormákur,A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the Savanna has but one apex predator.
tt13224254,Abhijaan,2022,Drama,8.9,Parambrata Chattopadhyay,"The life of Moses as told through the Book of Exodus, the imagination of a dying boy, and the ballads of his father."
tt13224758,Love Without Walls,2023,"Drama,Music,Romance",7.9,Jane Gull,"Know the story of the quintessential superstar, Soumitra Chatterjee!"
